0,0
0.0004,0.0345
0.0012,0.0777
0.0024,0.128
0.0041,0.1764
0.0063,0.2253
0.0091,0.2752
0.0124,0.3257
0.0162,0.376
0.0204,0.4256
0.0251,0.4752
0.0304,0.5252
0.0362,0.5755
0.0423,0.6254
0.0491,0.6752
0.0564,0.7252
0.0641,0.7752
0.0724,0.8252
0.0811,0.8751
0.0904,0.9252
0.1001,0.9753
0.1104,1.0253
0.1211,1.0752
0.1324,1.1252
0.1442,1.1752
0.1564,1.2253
0.1692,1.2753
0.1824,1.3252
0.1961,1.3752
0.2104,1.4252
0.2252,1.4753
0.2404,1.5252
0.2561,1.5752
0.2724,1.6251
0.2892,1.6752
0.3064,1.7252
0.3241,1.7751
0.3423,1.8251
0.3612,1.8751
0.3804,1.9251
0.4002,1.9751
0.4204,2.0252
0.4411,2.0751
0.4624,2.1251
0.4842,2.1751
0.5063,2.2251
0.5292,2.2751
0.5524,2.3252
0.5761,2.3751
0.6004,2.4251
0.6252,2.4752
0.6504,2.5251
0.6762,2.5751
0.7024,2.6251
0.7292,2.6751
0.7564,2.7251
0.7842,2.7751
0.8124,2.8252
0.8411,2.8751
0.8704,2.9251
0.9001,2.9751
0.9304,3.025
0.9611,3.075
0.9924,3.1251
1.0242,3.1751
1.0564,3.2251
1.0891,3.275
1.1223,3.325
1.1562,3.3751
1.1904,3.4251
1.2252,3.4751
1.2603,3.5251
1.2961,3.575
1.3324,3.625
1.3691,3.675
1.4064,3.725
1.4441,3.775
1.4824,3.825
1.5212,3.8751
1.5604,3.9251
1.6002,3.9751
1.6404,4.0251
1.6812,4.0751
1.7224,4.1251
1.7641,4.175
1.8064,4.225
1.8492,4.2751
1.8924,4.3251
1.9361,4.375
1.9803,4.425
2.0251,4.475
2.0703,4.525
2.1161,4.575
2.1624,4.625
2.2091,4.675
2.2564,4.725
2.3042,4.775
2.3524,4.8251
2.4012,4.8751
2.4504,4.9251
2.5001,4.975
2.5504,5.025
2.6011,5.075
2.6524,5.125
2.7042,5.175
2.7564,5.2251
2.8092,5.2751
2.8624,5.3251
2.9162,5.375
2.9704,5.425
3.0251,5.475
3.0804,5.525
3.1361,5.575
3.1924,5.625
3.2491,5.675
3.3063,5.725
3.3641,5.775
3.4224,5.825
3.4811,5.875
3.5403,5.925
3.6001,5.975
3.6604,6.025
3.7211,6.075
3.7824,6.125
3.8441,6.175
3.9063,6.225
3.9691,6.275
4.0324,6.325
4.0961,6.375
4.1604,6.425
4.225,6.4608
4.2892,6.4216
4.3529,6.3716
4.4161,6.3217
4.4789,6.2717
4.5411,6.2217
4.6028,6.1717
4.664,6.1217
4.7247,6.0717
4.785,6.0217
4.8447,5.9717
4.9038,5.9217
4.9626,5.8717
5.0208,5.8217
5.0785,5.7717
5.1357,5.7217
5.1924,5.6717
5.2487,5.6217
5.3044,5.5717
5.3596,5.5217
5.4143,5.4717
5.4685,5.4217
5.5223,5.3717
5.5755,5.3217
5.6282,5.2717
5.6804,5.2217
5.7321,5.1717
5.7834,5.1217
5.8341,5.0717
5.8843,5.0218
5.9343,5
5.9842,5
6.0343,5
6.0842,5
6.1343,5
6.1843,5
6.2343,5
6.2843,5
6.3343,5
6.3843,5
6.4343,5
6.4842,5
6.5343,5
6.5843,5
6.6343,5
6.6843,5
6.7343,5
6.7843,5
6.8342,5
6.8843,5
6.9343,5
6.9843,5
7.0343,5
7.0843,5
7.1343,5
7.1843,5
7.2343,5
7.2843,5
7.3343,5
7.3843,5
7.4343,5
7.4843,5
7.5342,5
7.5843,5
7.6343,5.0022
7.6847,5.0398
7.7356,5.0898
7.787,5.1398
7.8387,5.1741
7.8901,5.1337
7.9409,5.0837
7.9912,5.0337
8.0411,4.9837
8.0904,4.9337
8.1392,4.8837
8.1876,4.8336
8.2354,4.7837
8.2828,4.7336
8.3296,4.6836
8.3759,4.6336
8.4218,4.5836
8.4671,4.5336
8.5119,4.4837
8.5563,4.4337
8.6001,4.3837
8.6434,4.3336
8.6863,4.2836
8.7286,4.2336
8.7704,4.1836
8.8118,4.1336
8.8526,4.0836
8.8929,4.0336
8.9328,3.9836
8.9722,3.9336
9.011,3.8836
9.0493,3.8336
9.0871,3.7836
9.1245,3.7336
9.1613,3.6836
9.1976,3.6336
9.2335,3.5836
9.2688,3.5336
9.3037,3.4836
9.338,3.4336
9.3719,3.3836
9.4052,3.3336
9.438,3.2836
9.4704,3.2335
9.5022,3.1836
9.5335,3.1336
9.5644,3.0836
9.5947,3.0336
9.6245,2.9836
9.6539,2.9336
9.6827,2.8836
9.711,2.8336
9.7389,2.7836
9.7662,2.7336
9.793,2.6836
9.8194,2.6336
9.8452,2.5835
9.8705,2.5335
9.8954,2.4836
9.9198,2.4335
9.9436,2.3835
9.9669,2.3336
9.9897,2.2836
10.0121,2.2336
10.0339,2.1835
10.0553,2.1335
10.0761,2.0835
10.0964,2.0335
10.1163,1.9834
10.1356,1.9334
10.1544,1.8835
10.1728,1.8335
10.1906,1.7835
10.2079,1.7335
10.2248,1.6835
10.2411,1.6335
10.257,1.5835
10.2723,1.5335
10.2871,1.4835
10.3015,1.4335
10.3153,1.3835
10.3286,1.3335
10.3415,1.2834
10.3538,1.2334
10.3657,1.1834
10.377,1.1333
10.3878,1.0834
10.3981,1.0335
10.408,0.9835
10.4173,0.9333
10.4262,0.8832
10.4345,0.8332
10.4423,0.7834
10.4496,0.7335
10.4565,0.6833
10.4629,0.6331
10.4687,0.5831
10.474,0.5332
10.4788,0.4833
10.4832,0.4334
10.487,0.3832
10.4903,0.333
10.4932,0.283
10.4956,0.2323
10.4974,0.1817
10.4987,0.131
10.4995,0.0808
10.4998,0.0281
