0,0
-0.0005,-0.0429
-0.0013,-0.0821
-0.0025,-0.1292
-0.0043,-0.1768
-0.0065,-0.2274
-0.0092,-0.2762
-0.0124,-0.325
-0.0162,-0.3752
-0.0204,-0.4252
-0.0252,-0.4751
-0.0304,-0.5248
-0.0363,-0.5752
-0.0425,-0.6255
-0.0492,-0.675
-0.0565,-0.725
-0.0642,-0.7749
-0.0725,-0.8247
-0.0812,-0.8749
-0.0905,-0.925
-0.1002,-0.9749
-0.1104,-1.0248
-0.1211,-1.0745
-0.1323,-1.1242
-0.1441,-1.1741
-0.1564,-1.2243
-0.1691,-1.2743
-0.1823,-1.3242
-0.196,-1.374
-0.2103,-1.424
-0.2251,-1.4741
-0.2403,-1.5241
-0.256,-1.574
-0.2723,-1.624
-0.2891,-1.674
-0.3063,-1.724
-0.3239,-1.7738
-0.3422,-1.8237
-0.3609,-1.8737
-0.3802,-1.9237
-0.3999,-1.9738
-0.4201,-2.0237
-0.4409,-2.0737
-0.4621,-2.1237
-0.4839,-2.1737
-0.5061,-2.2237
-0.5289,-2.2737
-0.5521,-2.3237
-0.5757,-2.3736
-0.6,-2.4236
-0.6248,-2.4737
-0.6499,-2.5236
-0.6756,-2.5735
-0.7019,-2.6235
-0.7287,-2.6736
-0.7559,-2.7237
-0.7836,-2.7736
-0.8119,-2.8237
-0.8406,-2.8738
-0.8698,-2.9238
-0.8996,-2.9738
-0.9298,-3.0239
-0.9606,-3.074
-0.9918,-3.1241
-1.0235,-3.1741
-1.0558,-3.2242
-1.0885,-3.2743
-1.1218,-3.3243
-1.1556,-3.3745
-1.1898,-3.4246
-1.2245,-3.4746
-1.2598,-3.5248
-1.2955,-3.5749
-1.3317,-3.625
-1.3685,-3.6751
-1.4057,-3.7252
-1.4435,-3.7754
-1.4818,-3.8256
-1.5205,-3.8758
-1.5598,-3.926
-1.5996,-3.9762
-1.6398,-4.0264
-1.6805,-4.0766
-1.7219,-4.1268
-1.7636,-4.1771
-1.8058,-4.2273
-1.8487,-4.2776
-1.892,-4.328
-1.9357,-4.3783
-1.98,-4.4286
-2.0248,-4.479
-2.07,-4.5293
-2.1158,-4.5797
-2.1622,-4.6302
-2.2089,-4.6806
-2.2562,-4.731
-2.3042,-4.7816
-2.3525,-4.8322
-2.4013,-4.8827
-2.4505,-4.9332
-2.5004,-4.9838
-2.5507,-5.0345
-2.6016,-5.0852
-2.653,-5.1359
-2.7049,-5.1868
-2.7573,-5.2375
-2.8101,-5.2884
-2.8635,-5.3393
-2.9174,-5.3902
-2.9718,-5.4412
-3.0267,-5.4923
-3.0821,-5.5434
-3.1381,-5.5946
-3.1946,-5.6459
-3.2515,-5.6972
-3.3091,-5.7485
-3.367,-5.8001
-3.4255,-5.8516
-3.4845,-5.9033
-3.5441,-5.955
-3.6041,-6.0069
-3.6645,-6.0338
-3.7249,-6.0357
-3.7853,-6.0375
-3.8456,-6.0394
-3.906,-6.0415
-3.9665,-6.0436
-4.027,-6.0458
-4.0874,-6.0481
-4.148,-6.0505
-4.2084,-6.053
-4.269,-6.0556
-4.3296,-6.0584
-4.3902,-6.0612
-4.4508,-6.0642
-4.5115,-6.0673
-4.5723,-6.0705
-4.6329,-6.074
-4.6938,-6.0774
-4.7546,-6.0813
-4.8154,-6.0851
-4.8763,-6.0891
-4.9372,-6.0934
-4.9982,-6.0977
-5.0593,-6.1024
-5.1203,-6.1072
-5.1815,-6.1122
-5.2426,-6.1175
-5.3038,-6.1229
-5.3651,-6.1287
-5.4265,-6.1346
-5.4879,-6.141
-5.5494,-6.1473
-5.6109,-6.1542
-5.6725,-6.1612
-5.7342,-6.1684
-5.7959,-6.1763
-5.8578,-6.1841
-5.9197,-6.1923
-5.9817,-6.2011
-6.0438,-6.2098
-6.106,-6.2192
-6.1683,-6.2286
-6.2307,-6.2386
-6.2932,-6.249
-6.3557,-6.2594
-6.4184,-6.2703
-6.4813,-6.2815
-6.5442,-6.293
-6.6072,-6.2994
-6.6699,-6.2673
-6.7322,-6.227
-6.794,-6.1865
-6.8555,-6.1454
-6.9165,-6.1045
-6.9771,-6.0632
-7.0374,-6.0216
-7.0972,-5.9799
-7.1565,-5.9379
-7.2155,-5.8948
-7.274,-5.8524
-7.3321,-5.8086
-7.3897,-5.7647
-7.4469,-5.72
-7.5037,-5.6747
-7.56,-5.6293
-7.6158,-5.5822
-7.6711,-5.5357
-7.726,-5.4875
-7.7804,-5.4388
-7.8343,-5.3895
-7.8877,-5.3396
-7.9406,-5.2887
-7.993,-5.2374
-8.0448,-5.1848
-8.0961,-5.132
-8.147,-5.0783
-8.1972,-5.0245
-8.2469,-4.9691
-8.296,-4.9143
-8.3446,-4.8575
-8.3926,-4.8016
-8.44,-4.7446
-8.4869,-4.687
-8.5332,-4.6295
-8.579,-4.5711
-8.624,-4.5134
-8.6686,-4.4541
-8.7126,-4.3957
-8.7559,-4.3367
-8.7987,-4.2776
-8.8409,-4.2182
-8.8825,-4.1594
-8.9235,-4.1
-8.9639,-4.0408
-9.0067,-4.2798
-9.0576,-5.0887
-9.1089,-5.1358
-9.1603,-5.1334
-9.2116,-5.132
-9.2629,-5.1293
-9.3142,-5.1276
-9.3654,-5.1261
-9.4166,-5.1256
-9.4679,-5.1231
-9.5191,-5.1237
-9.5703,-5.1223
-9.6216,-5.1211
-9.6728,-5.1224
-9.724,-5.1215
-9.7752,-5.1216
-9.8265,-5.1219
-9.8776,-5.123
-9.9289,-5.1221
-9.9801,-5.1235
-10.0314,-5.1243
-10.0826,-5.126
-10.1339,-5.1256
-10.1851,-5.1283
-10.2365,-5.1281
-10.2877,-5.131
-10.3391,-5.131
-10.3904,-5.1341
-10.4418,-5.135
-10.4931,-5.1367
-10.5445,-5.1385
-10.5959,-5.1411
-10.6474,-5.1415
-10.6988,-5.1449
-10.7503,-5.1461
-10.8017,-5.1488
-10.8532,-5.1493
-10.9048,-5.1527
-10.9563,-5.1547
-11.0078,-5.156
-11.0594,-5.158
-11.111,-5.1606
-11.1627,-5.1618
-11.2143,-5.1644
-11.266,-5.1662
-11.3176,-5.168
-11.3693,-5.169
-11.421,-5.1714
-11.4728,-5.173
-11.5245,-5.1738
-11.5763,-5.1766
-11.6281,-5.1772
-11.6799,-5.1785
-11.7317,-5.1796
-11.7834,-5.1814
-11.8353,-5.1809
-11.8871,-5.1831
-11.9389,-5.1839
-11.9908,-5.1838
-12.0426,-5.1849
-12.0945,-5.1846
-12.1463,-5.1855
-12.1982,-5.1856
-12.25,-5.1849
-12.3019,-5.1861
-12.3538,-5.1845
-12.4056,-5.1855
-12.4574,-5.1842
-12.5093,-5.1836
-12.5611,-5.1828
-12.6129,-5.1826
-12.6647,-5.1809
-12.7165,-5.1805
-12.7683,-5.1785
-12.8201,-5.1779
-12.8719,-5.1757
-12.9236,-5.1755
-12.9753,-5.1725
-13.0271,-5.1714
-13.0788,-5.1696
-13.1304,-5.1677
-13.1821,-5.1657
-13.2337,-5.1644
-13.2853,-5.1608
-13.3369,-5.1601
-13.3885,-5.1571
-13.4401,-5.1549
-13.4916,-5.1533
-13.5431,-5.1502
-13.5946,-5.1486
-13.6461,-5.1455
-13.6975,-5.1439
-13.7489,-5.1415
-13.8003,-5.1384
-13.8516,-5.1368
-13.903,-5.1338
-13.9543,-5.1329
-14.0056,-5.1293
-14.0569,-5.1278
-14.1081,-5.1249
-14.1594,-5.1243
-14.2079,-4.8534
-14.2493,-4.1391
-14.2907,-4.1438
-14.3326,-4.1907
-14.375,-4.2368
-14.4179,-4.2829
-14.4611,-4.3288
-14.5049,-4.3741
-14.5491,-4.4193
-14.5937,-4.4644
-14.6388,-4.5086
-14.6843,-4.5533
-14.7303,-4.5971
-14.7767,-4.6408
-14.8235,-4.6842
-14.8708,-4.727
-14.9185,-4.7698
-14.9666,-4.8122
-15.0152,-4.8543
-15.0641,-4.896
-15.1135,-4.9373
-15.1633,-4.9783
-15.2135,-5.0188
-15.2641,-5.0591
-15.3151,-5.0991
-15.3664,-5.1386
-15.4182,-5.1776
-15.4704,-5.2163
-15.5229,-5.2546
-15.5759,-5.2925
-15.6291,-5.3299
-15.6828,-5.3666
-15.7369,-5.4032
-15.7912,-5.4391
-15.846,-5.4745
-15.9011,-5.5093
-15.9565,-5.5437
-16.0123,-5.5774
-16.0684,-5.6105
-16.1248,-5.643
-16.1816,-5.6748
-16.2386,-5.7058
-16.296,-5.7362
-16.3536,-5.7657
-16.4116,-5.7945
